chimeraid	tagid	txid1	txid2	geneid1	geneid2	symbol1	symbol2	type1	type2	locusid1	locusid2	locus1	locus2	groupid1	groupid2	score1	score2	score
chimera_9551	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000186108	MI0014061_mmu-mir-669a-7	ENSMUSG00000101966	mmu-mir-669a-7	Gm5248-001	miRNA	lincRNA	locus_228	locus_7083	chr2:10486653:10486698:+	chr19:35053611:35053649:-	group_160	group_281	0.834272228497	0.0233556915354	0.0194850048253
chimera_9552	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000145508	MI0014061_mmu-mir-669a-7	ENSMUSG00000036833	mmu-mir-669a-7	Pnpla7-015	miRNA	retained_intron	locus_228	locus_8373	chr2:10486653:10486698:+	chr2:24995762:24995800:+	group_160	group_281	0.834272228497	0.0242539873637	0.0202344280878
chimera_9553	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000070316	MI0014061_mmu-mir-669a-7	ENSMUSG00000056679	mmu-mir-669a-7	Gpr173-002	miRNA	processed_transcript	locus_228	locus_15433	chr2:10486653:10486698:+	chrX:152344384:152344413:-	group_160	group_281	0.834272228497	0.0229065436213	0.0191102931941
chimera_9554	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000032749	MI0014061_mmu-mir-669a-7	ENSMUSG00000030534	mmu-mir-669a-7	Vps33b-006	miRNA	retained_intron	locus_228	locus_13350	chr2:10486653:10486698:+	chr7:80291300:80291372:+	group_160	group_281	0.834272228497	0.019706364733	0.0164404728214
chimera_9555	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000181706	MI0014061_mmu-mir-669a-7	ENSMUSG00000097072	mmu-mir-669a-7	Foxl2os-003	miRNA	retained_intron	locus_228	locus_15179	chr2:10486653:10486698:+	chr9:98950123:98950155:-	group_160	group_281	0.834272228497	0.0242539873637	0.0202344280878
chimera_9556	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000029709	MI0014061_mmu-mir-669a-7	ENSMUSG00000028071	mmu-mir-669a-7	Sh2d2a-003	miRNA	retained_intron	locus_228	locus_9474	chr2:10486653:10486698:+	chr3:87854693:87854719:+	group_160	group_281	0.834272228497	0.0242539873637	0.0202344280878
chimera_9557	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000102853	MI0014061_mmu-mir-669a-7	ENSMUSG00000047363	mmu-mir-669a-7	Cstad-002	miRNA	processed_transcript	locus_228	locus_8452	chr2:10486653:10486698:+	chr2:30608693:30608719:+	group_160	group_281	0.834272228497	0.0227690493618	0.0189955855518
chimera_9558	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000035148	MI0014061_mmu-mir-669a-7	ENSMUSG00000032548	mmu-mir-669a-7	Slco2a1-002	miRNA	nonsense_mediated_decay	locus_228	locus_14316	chr2:10486653:10486698:+	chr9:103085999:103086042:+	group_160	group_281	0.834272228497	0.0242539873637	0.0202344280878
chimera_9559	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000151253	MI0014061_mmu-mir-669a-7	ENSMUSG00000000884	mmu-mir-669a-7	Gnb1l-201	miRNA	protein_coding	locus_228	locus_5604	chr2:10486653:10486698:+	chr16:18548807:18548836:+	group_160	group_281	0.834272228497	0.0205791407934	0.0171686056503
chimera_9560	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000069195	MI0014061_mmu-mir-669a-7	ENSMUSG00000051351	mmu-mir-669a-7	Zfp46-002	miRNA	protein_coding	locus_228	locus_10077	chr2:10486653:10486698:+	chr4:136293323:136293381:+	group_160	group_281	0.834272228497	0.0227140516581	0.018949702495
chimera_9561	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000142041	MI0014061_mmu-mir-669a-7	ENSMUSG00000004947	mmu-mir-669a-7	Dtx2-006	miRNA	retained_intron	locus_228	locus_11077	chr2:10486653:10486698:+	chr5:136020961:136020992:+	group_160	group_281	0.834272228497	0.0188992109328	0.0157670868217
chimera_9562	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000034048	MI0014061_mmu-mir-669a-7	ENSMUSG00000031631	mmu-mir-669a-7	Cfap97-201	miRNA	protein_coding	locus_228	locus_13967	chr2:10486653:10486698:+	chr8:46194241:46194271:+	group_160	group_281	0.834272228497	0.0236624266963	0.0197409054516
chimera_9563	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000164504	MI0014061_mmu-mir-669a-7	ENSMUSG00000031631	mmu-mir-669a-7	Cfap97-201	miRNA	protein_coding	locus_228	locus_13967	chr2:10486653:10486698:+	chr8:46194241:46194271:+	group_160	group_281	0.834272228497	0.0236624266963	0.0197409054516
chimera_9564	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000063820	MI0014061_mmu-mir-669a-7	ENSMUSG00000031444	mmu-mir-669a-7	F10-005	miRNA	protein_coding	locus_228	locus_13778	chr2:10486653:10486698:+	chr8:13056445:13056481:+	group_160	group_281	0.834272228497	0.0242539873637	0.0202344280878
chimera_9565	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000064780	MI0014061_mmu-mir-669a-7	ENSMUSG00000031340	mmu-mir-669a-7	Gabre-004	miRNA	processed_transcript	locus_228	locus_15642	chr2:10486653:10486698:+	chrX:72256981:72257024:-	group_160	group_281	0.834272228497	0.023778418984	0.0198376745959
chimera_9566	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000092265	MI0014061_mmu-mir-669a-7	ENSMUSG00000069554	mmu-mir-669a-7	I830134H01Rik-201	miRNA	lincRNA	locus_228	locus_7111	chr2:10486653:10486698:+	chr19:38052066:38052108:-	group_160	group_281	0.834272228497	0.0233556915354	0.0194850048253
chimera_9567	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000181592	MI0014061_mmu-mir-669a-7	ENSMUSG00000069554	mmu-mir-669a-7	I830134H01Rik-201	miRNA	lincRNA	locus_228	locus_7111	chr2:10486653:10486698:+	chr19:38052066:38052108:-	group_160	group_281	0.834272228497	0.0233556915354	0.0194850048253
chimera_9568	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000180557	MI0014061_mmu-mir-669a-7	ENSMUSG00000097852	mmu-mir-669a-7	4933405D12Rik-201	miRNA	lincRNA	locus_228	locus_9006	chr2:10486653:10486698:+	chr3:122864937:122864973:-	group_160	group_281	0.834272228497	0.0231760323698	0.0193351201728
chimera_9569	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000000412	MI0014061_mmu-mir-669a-7	ENSMUSG00000000402	mmu-mir-669a-7	Egfl6-001	miRNA	protein_coding	locus_228	locus_15496	chr2:10486653:10486698:+	chrX:166523242:166523280:-	group_160	group_281	0.834272228497	0.0242539873637	0.0202344280878
chimera_9570	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000076968	MI0014061_mmu-mir-669a-7	ENSMUSG00000024743	mmu-mir-669a-7	Syt7-201	miRNA	protein_coding	locus_228	locus_6972	chr2:10486653:10486698:+	chr19:10389099:10389134:+	group_160	group_281	0.834272228497	0.0187223762106	0.0156195585239
chimera_9571	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000073899	MI0014061_mmu-mir-669a-7	ENSMUSG00000024743	mmu-mir-669a-7	Syt7-201	miRNA	protein_coding	locus_228	locus_6972	chr2:10486653:10486698:+	chr19:10389099:10389134:+	group_160	group_281	0.834272228497	0.0187223762106	0.0156195585239
chimera_9572	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000169121	MI0014061_mmu-mir-669a-7	ENSMUSG00000024743	mmu-mir-669a-7	Syt7-201	miRNA	protein_coding	locus_228	locus_6972	chr2:10486653:10486698:+	chr19:10389099:10389134:+	group_160	group_281	0.834272228497	0.0187223762106	0.0156195585239
chimera_9573	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000152287	MI0014061_mmu-mir-669a-7	ENSMUSG00000019710	mmu-mir-669a-7	Mrpl24-006	miRNA	protein_coding	locus_228	locus_9480	chr2:10486653:10486698:+	chr3:87920017:87920043:+	group_160	group_281	0.834272228497	0.0242539873637	0.0202344280878
chimera_9574	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000058814	MI0014061_mmu-mir-669a-7	ENSMUSG00000043463	mmu-mir-669a-7	Rab9b-001	miRNA	protein_coding	locus_228	locus_15383	chr2:10486653:10486698:+	chrX:136860806:136860839:-	group_160	group_281	0.834272228497	0.0236072143673	0.0196948433388
chimera_9575	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000098817	MI0014061_mmu-mir-669a-7	ENSMUSG00000031600	mmu-mir-669a-7	Vps37a-201	miRNA	protein_coding	locus_228	locus_13924	chr2:10486653:10486698:+	chr8:40546712:40546738:+	group_160	group_281	0.834272228497	0.0242539873637	0.0202344280878
chimera_9576	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000098564	MI0014061_mmu-mir-669a-7	ENSMUSG00000044976	mmu-mir-669a-7	Wdr72-003	miRNA	processed_transcript	locus_228	locus_14996	chr2:10486653:10486698:+	chr9:74142551:74142596:+	group_160	group_281	0.834272228497	0.0242539873637	0.0202344280878
chimera_9577	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000048896	MI0014061_mmu-mir-669a-7	ENSMUSG00000042423	mmu-mir-669a-7	Fbrs-201	miRNA	protein_coding	locus_228	locus_12616	chr2:10486653:10486698:+	chr7:127490449:127490484:+	group_160	group_281	0.834272228497	0.0242539873637	0.0202344280878
chimera_9578	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000057428	MI0014061_mmu-mir-669a-7	ENSMUSG00000044951	mmu-mir-669a-7	Mylk4-201	miRNA	protein_coding	locus_228	locus_4260	chr2:10486653:10486698:+	chr13:32703133:32703178:-	group_160	group_281	0.834272228497	0.0242539873637	0.0202344280878
chimera_9579	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000090260	MI0014061_mmu-mir-669a-7	ENSMUSG00000068606	mmu-mir-669a-7	Gm4841-201	miRNA	protein_coding	locus_228	locus_6824	chr2:10486653:10486698:+	chr18:60269296:60269330:-	group_160	group_281	0.834272228497	0.0195086420099	0.0162755182446
chimera_9580	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000024044	MI0014061_mmu-mir-669a-7	ENSMUSG00000023274	mmu-mir-669a-7	Cd4-002	miRNA	processed_transcript	locus_228	locus_11811	chr2:10486653:10486698:+	chr6:124865459:124865500:-	group_160	group_281	0.834272228497	0.0190227351872	0.0158701396767
chimera_9581	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000016664	MI0014061_mmu-mir-669a-7	ENSMUSG00000016520	mmu-mir-669a-7	Lnx2-002	miRNA	processed_transcript	locus_228	locus_11241	chr2:10486653:10486698:+	chr5:147018086:147018134:-	group_160	group_281	0.834272228497	0.0182389984975	0.0152162899221
chimera_9582	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000002274	MI0014061_mmu-mir-669a-7	ENSMUSG00000002204	mmu-mir-669a-7	Napsa-001	miRNA	protein_coding	locus_228	locus_13133	chr2:10486653:10486698:+	chr7:44572477:44572515:+	group_160	group_281	0.834272228497	0.0242539873637	0.0202344280878
chimera_9583	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000153124	MI0014061_mmu-mir-669a-7	ENSMUSG00000002204	mmu-mir-669a-7	Napsa-001	miRNA	protein_coding	locus_228	locus_13133	chr2:10486653:10486698:+	chr7:44572477:44572515:+	group_160	group_281	0.834272228497	0.0242539873637	0.0202344280878
chimera_9584	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000051209	MI0014061_mmu-mir-669a-7	ENSMUSG00000002265	mmu-mir-669a-7	Peg3-004	miRNA	nonsense_mediated_decay	locus_228	locus_13303	chr2:10486653:10486698:+	chr7:6706178:6706223:-	group_160	group_281	0.834272228497	0.0242539873637	0.0202344280878
chimera_9585	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000040153	MI0014061_mmu-mir-669a-7	ENSMUSG00000036192	mmu-mir-669a-7	Rorb-005	miRNA	protein_coding	locus_228	locus_7027	chr2:10486653:10486698:+	chr19:18936315:18936356:-	group_160	group_281	0.834272228497	0.018269237235	0.015241517261
chimera_9586	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000112832	MI0014061_mmu-mir-669a-7	ENSMUSG00000036192	mmu-mir-669a-7	Rorb-005	miRNA	protein_coding	locus_228	locus_7027	chr2:10486653:10486698:+	chr19:18936315:18936356:-	group_160	group_281	0.834272228497	0.018269237235	0.015241517261
chimera_9587	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000162157	MI0014061_mmu-mir-669a-7	ENSMUSG00000022364	mmu-mir-669a-7	Tbc1d31-006	miRNA	protein_coding	locus_228	locus_5201	chr2:10486653:10486698:+	chr15:57954635:57954669:+	group_160	group_281	0.834272228497	0.0178420136928	0.0148850965244
chimera_9588	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000139288	MI0014061_mmu-mir-669a-7	ENSMUSG00000085087	mmu-mir-669a-7	Gm13528-001	miRNA	antisense	locus_228	locus_8520	chr2:10486653:10486698:+	chr2:33181814:33181852:+	group_160	group_281	0.834272228497	0.0242539873637	0.0202344280878
chimera_9589	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000185887	MI0014061_mmu-mir-669a-7	ENSMUSG00000043154	mmu-mir-669a-7	Ppp2r3a-005	miRNA	processed_transcript	locus_228	locus_14305	chr2:10486653:10486698:+	chr9:101193754:101193787:-	group_160	group_281	0.834272228497	0.0242539873637	0.0202344280878
chimera_9590	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000112560	MI0014061_mmu-mir-669a-7	ENSMUSG00000008090	mmu-mir-669a-7	Fgfrl1-202	miRNA	protein_coding	locus_228	locus_10741	chr2:10486653:10486698:+	chr5:108706153:108706186:+	group_160	group_281	0.834272228497	0.0242539873637	0.0202344280878
chimera_9591	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000013633	MI0014061_mmu-mir-669a-7	ENSMUSG00000008090	mmu-mir-669a-7	Fgfrl1-202	miRNA	protein_coding	locus_228	locus_10741	chr2:10486653:10486698:+	chr5:108706153:108706186:+	group_160	group_281	0.834272228497	0.0242539873637	0.0202344280878
chimera_9592	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000188014	MI0014061_mmu-mir-669a-7	ENSMUSG00000044574	mmu-mir-669a-7	5031434C07Rik-201	miRNA	antisense	locus_228	locus_11660	chr2:10486653:10486698:+	chr6:112285606:112285644:-	group_160	group_281	0.834272228497	0.0242539873637	0.0202344280878
chimera_9593	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000188239	MI0014061_mmu-mir-669a-7	ENSMUSG00000041460	mmu-mir-669a-7	Cacna2d4-010	miRNA	processed_transcript	locus_228	locus_11738	chr2:10486653:10486698:+	chr6:119301093:119301171:+	group_160	group_281	0.834272228497	0.0242539873637	0.0202344280878
chimera_9594	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000002412	MI0014061_mmu-mir-669a-7	ENSMUSG00000002341	mmu-mir-669a-7	Ncan-001	miRNA	protein_coding	locus_228	locus_14086	chr2:10486653:10486698:+	chr8:70094922:70094952:-	group_160	group_281	0.834272228497	0.0229429610197	0.0191406752182
chimera_9595	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000142078	MI0014061_mmu-mir-669a-7	ENSMUSG00000038844	mmu-mir-669a-7	Kif16b-002	miRNA	retained_intron	locus_228	locus_7775	chr2:10486653:10486698:+	chr2:142648720:142648761:-	group_160	group_281	0.834272228497	0.0230990355845	0.0192708838932
chimera_9596	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000095070	MI0014061_mmu-mir-669a-7	ENSMUSG00000070972	mmu-mir-669a-7	Dnajc25-001	miRNA	nonsense_mediated_decay	locus_228	locus_10555	chr2:10486653:10486698:+	chr4:59024262:59024299:+	group_160	group_281	0.834272228497	0.0242539873637	0.0202344280878
chimera_9597	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000183098	MI0014061_mmu-mir-669a-7	ENSMUSG00000033147	mmu-mir-669a-7	Slc22a15-004	miRNA	processed_transcript	locus_228	locus_8903	chr2:10486653:10486698:+	chr3:101874965:101875009:-	group_160	group_281	0.834272228497	0.0227840487356	0.0190080991128
chimera_9598	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000140669	MI0014061_mmu-mir-669a-7	ENSMUSG00000085109	mmu-mir-669a-7	Gm15356-001	miRNA	antisense	locus_228	locus_14023	chr2:10486653:10486698:+	chr8:66440447:66440479:-	group_160	group_281	0.834272228497	0.0242539873637	0.0202344280878
chimera_9599	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000033740	MI0014061_mmu-mir-669a-7	ENSMUSG00000031374	mmu-mir-669a-7	Zfp92-002	miRNA	protein_coding	locus_228	locus_15648	chr2:10486653:10486698:+	chrX:73424064:73424117:+	group_160	group_281	0.834272228497	0.0222467608232	0.0185598547288
chimera_9600	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000138839	MI0014061_mmu-mir-669a-7	ENSMUSG00000022759	mmu-mir-669a-7	Lrrc74b-001	miRNA	protein_coding	locus_228	locus_5586	chr2:10486653:10486698:+	chr16:17553368:17553403:-	group_160	group_281	0.834272228497	0.0191721995351	0.0159948336313
chimera_9601	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000078229	MI0014061_mmu-mir-669a-7	ENSMUSG00000056854	mmu-mir-669a-7	Pou3f4-001	miRNA	protein_coding	locus_228	locus_15318	chr2:10486653:10486698:+	chrX:110815791:110815834:+	group_160	group_281	0.834272228497	0.0242539873637	0.0202344280878
chimera_9602	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000159774	MI0014061_mmu-mir-669a-7	ENSMUSG00000037818	mmu-mir-669a-7	3110057O12Rik-202	miRNA	protein_coding	locus_228	locus_9279	chr2:10486653:10486698:+	chr3:40937677:40937721:+	group_160	group_281	0.834272228497	0.0239430388077	0.0199750123431
chimera_9603	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000186500	MI0014061_mmu-mir-669a-7	ENSMUSG00000099757	mmu-mir-669a-7	BE692007-002	miRNA	retained_intron	locus_228	locus_6997	chr2:10486653:10486698:+	chr19:11482215:11482259:-	group_160	group_281	0.834272228497	0.0233720241868	0.0194986307028
chimera_9604	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000043456	MI0014061_mmu-mir-669a-7	ENSMUSG00000038729	mmu-mir-669a-7	Akap2-201	miRNA	protein_coding	locus_228	locus_10548	chr2:10486653:10486698:+	chr4:57896506:57896548:+	group_160	group_281	0.834272228497	0.0242539873637	0.0202344280878
chimera_9605	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000107598	MI0014061_mmu-mir-669a-7	ENSMUSG00000038729	mmu-mir-669a-7	Akap2-201	miRNA	protein_coding	locus_228	locus_10548	chr2:10486653:10486698:+	chr4:57896506:57896548:+	group_160	group_281	0.834272228497	0.0242539873637	0.0202344280878
chimera_9606	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000102903	MI0014061_mmu-mir-669a-7	ENSMUSG00000038729	mmu-mir-669a-7	Akap2-201	miRNA	protein_coding	locus_228	locus_10548	chr2:10486653:10486698:+	chr4:57896506:57896548:+	group_160	group_281	0.834272228497	0.0242539873637	0.0202344280878
chimera_9607	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000102902	MI0014061_mmu-mir-669a-7	ENSMUSG00000038729	mmu-mir-669a-7	Akap2-201	miRNA	protein_coding	locus_228	locus_10548	chr2:10486653:10486698:+	chr4:57896506:57896548:+	group_160	group_281	0.834272228497	0.0242539873637	0.0202344280878
chimera_9608	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000107600	MI0014061_mmu-mir-669a-7	ENSMUSG00000038729	mmu-mir-669a-7	Akap2-201	miRNA	protein_coding	locus_228	locus_10548	chr2:10486653:10486698:+	chr4:57896506:57896548:+	group_160	group_281	0.834272228497	0.0242539873637	0.0202344280878
chimera_9609	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000098064	MI0014061_mmu-mir-669a-7	ENSMUSG00000038729	mmu-mir-669a-7	Akap2-201	miRNA	protein_coding	locus_228	locus_10548	chr2:10486653:10486698:+	chr4:57896506:57896548:+	group_160	group_281	0.834272228497	0.0242539873637	0.0202344280878
chimera_9610	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000032185	MI0014061_mmu-mir-669a-7	ENSMUSG00000030096	mmu-mir-669a-7	Slc6a6-201	miRNA	protein_coding	locus_228	locus_12376	chr2:10486653:10486698:+	chr6:91758763:91758801:+	group_160	group_281	0.834272228497	0.0242539873637	0.0202344280878
chimera_9611	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000142742	MI0014061_mmu-mir-669a-7	ENSMUSG00000029361	mmu-mir-669a-7	Nos1-201	miRNA	protein_coding	locus_228	locus_10877	chr2:10486653:10486698:+	chr5:117957024:117957073:+	group_160	group_281	0.834272228497	0.0231760323698	0.0193351201728
chimera_9612	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000107974	MI0014061_mmu-mir-669a-7	ENSMUSG00000013367	mmu-mir-669a-7	Iglon5-001	miRNA	protein_coding	locus_228	locus_13115	chr2:10486653:10486698:+	chr7:43473464:43473498:-	group_160	group_281	0.834272228497	0.0242539873637	0.0202344280878
chimera_9613	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000084615	MI0014061_mmu-mir-669a-7	ENSMUSG00000066189	mmu-mir-669a-7	Cacng3-003	miRNA	protein_coding	locus_228	locus_12574	chr2:10486653:10486698:+	chr7:122671284:122671326:+	group_160	group_281	0.834272228497	0.0218285886273	0.0182109852791
chimera_9614	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000182636	MI0014061_mmu-mir-669a-7	ENSMUSG00000055044	mmu-mir-669a-7	Pdlim1-002	miRNA	retained_intron	locus_228	locus_7134	chr2:10486653:10486698:+	chr19:40248542:40248574:-	group_160	group_281	0.834272228497	0.0242539873637	0.0202344280878
chimera_9615	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000130085	MI0014061_mmu-mir-669a-7	ENSMUSG00000046219	mmu-mir-669a-7	C230012O17Rik-003	miRNA	processed_transcript	locus_228	locus_10352	chr2:10486653:10486698:+	chr4:24964410:24964435:-	group_160	group_281	0.834272228497	0.0242539873637	0.0202344280878
chimera_9616	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000114579	MI0014061_mmu-mir-669a-7	ENSMUSG00000071984	mmu-mir-669a-7	Fndc1-002	miRNA	protein_coding	locus_228	locus_6546	chr2:10486653:10486698:+	chr17:7765922:7765960:-	group_160	group_281	0.834272228497	0.0203056638394	0.0169404514224
chimera_9617	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000033966	MI0014061_mmu-mir-669a-7	ENSMUSG00000031562	mmu-mir-669a-7	Dctd-007	miRNA	protein_coding	locus_228	locus_13979	chr2:10486653:10486698:+	chr8:48140474:48140512:+	group_160	group_281	0.834272228497	0.0242539873637	0.0202344280878
chimera_9618	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000170263	MI0014061_mmu-mir-669a-7	ENSMUSG00000031562	mmu-mir-669a-7	Dctd-007	miRNA	protein_coding	locus_228	locus_13979	chr2:10486653:10486698:+	chr8:48140474:48140512:+	group_160	group_281	0.834272228497	0.0242539873637	0.0202344280878
chimera_9619	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000174278	MI0014061_mmu-mir-669a-7	ENSMUSG00000031562	mmu-mir-669a-7	Dctd-007	miRNA	protein_coding	locus_228	locus_13979	chr2:10486653:10486698:+	chr8:48140474:48140512:+	group_160	group_281	0.834272228497	0.0242539873637	0.0202344280878
chimera_9620	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000046717	MI0014061_mmu-mir-669a-7	ENSMUSG00000033943	mmu-mir-669a-7	Mga-202	miRNA	protein_coding	locus_228	locus_7545	chr2:10486653:10486698:+	chr2:119965510:119965543:+	group_160	group_281	0.834272228497	0.0216815947645	0.0180883523815
chimera_9621	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000110774	MI0014061_mmu-mir-669a-7	ENSMUSG00000033943	mmu-mir-669a-7	Mga-202	miRNA	protein_coding	locus_228	locus_7545	chr2:10486653:10486698:+	chr2:119965510:119965543:+	group_160	group_281	0.834272228497	0.0216815947645	0.0180883523815
chimera_9622	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000110773	MI0014061_mmu-mir-669a-7	ENSMUSG00000033943	mmu-mir-669a-7	Mga-202	miRNA	protein_coding	locus_228	locus_7545	chr2:10486653:10486698:+	chr2:119965510:119965543:+	group_160	group_281	0.834272228497	0.0216815947645	0.0180883523815
chimera_9623	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000079934	MI0014061_mmu-mir-669a-7	ENSMUSG00000033943	mmu-mir-669a-7	Mga-202	miRNA	protein_coding	locus_228	locus_7545	chr2:10486653:10486698:+	chr2:119965510:119965543:+	group_160	group_281	0.834272228497	0.0216815947645	0.0180883523815
chimera_9624	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000119285	MI0014061_mmu-mir-669a-7	ENSMUSG00000081218	mmu-mir-669a-7	Gm4297-001	miRNA	protein_coding	locus_228	locus_15547	chr2:10486653:10486698:+	chrX:24573516:24573550:-	group_160	group_281	0.834272228497	0.0228508641278	0.019063841339
chimera_9625	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000174300	MI0014061_mmu-mir-669a-7	ENSMUSG00000053110	mmu-mir-669a-7	Yap1-003	miRNA	retained_intron	locus_228	locus_15039	chr2:10486653:10486698:+	chr9:8001231:8001264:-	group_160	group_281	0.834272228497	0.0242539873637	0.0202344280878
chimera_9626	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000026897	MI0014061_mmu-mir-669a-7	ENSMUSG00000025790	mmu-mir-669a-7	Slco3a1-007	miRNA	protein_coding	locus_228	locus_13331	chr2:10486653:10486698:+	chr7:74284117:74284149:-	group_160	group_281	0.834272228497	0.0209466254505	0.017475187894
chimera_9627	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000113547	MI0014061_mmu-mir-669a-7	ENSMUSG00000023949	mmu-mir-669a-7	Tcte1-201	miRNA	protein_coding	locus_228	locus_6368	chr2:10486653:10486698:+	chr17:45541713:45541745:+	group_160	group_281	0.834272228497	0.0197861475862	0.0165070334401
chimera_9628	tag_1783377|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000113599	MI0014061_mmu-mir-669a-7	ENSMUSG00000056492	mmu-mir-669a-7	Gpr116-201	miRNA	protein_coding	locus_228	locus_6354	chr2:10486653:10486698:+	chr17:43458082:43458104:+	group_160	group_281	0.834272228497	0.0210201223819	0.0175365043428
